,YTY 82T,YTY 84T,YTY 88T,YTY 78T,YTO 68T,YTO 92T,YTO 70T,YTY 94T,YTY 96T,YTY 81T,YTY 115T,YTY 95T,YTY 121T,YTY 91T,YTY 91N,YTO 71T,YTO 65T,YTO 78T,YTO 89T,YTO 67T,YTO 98T,YTO 98N
ILMN_2130441,0,0,0,0,0,0,0,0,0,0.004518072,0,0.07831325,0,0.003012048,0,0,0,0,0.001506024,0,0,0
ILMN_1792107,0,0.004518072,0,0,0,0,0,0.001506024,0,0,0,0,0,0.01506024,0.01054217,0.004518072,0,0.02861446,0,0,0,0.02108434
ILMN_1747184,0.1656626,0.2530121,0.1671687,0.03614458,0.08433735,0.05572289,0.3388554,0.06174699,0.1746988,0.1310241,0.248494,0.1325301,0.1310241,125,0.1460843,0.4141566,0.09036145,0.126506,0.186747,0.2003012,0.2846386,0.1129518
ILMN_1653412,0.2077406,0.5238061,0.2915075,0.3894297,0.1535782,0.2778716,0.304294,0.7473509,0.5876477,0.6065727,0.187855,0.6092401,0.6092401,0.6729739,0.5668774,0.5626622,0.9221539,0.7107878,0.8594862,0.9319284,0.5311264,0.4219816
ILMN_1775856,0,0.003012048,0,0,0,0,0,0,0.003012048,0.001506024,0,0.02409638,0.003012048,0,0,0,0,0,0,0,0,0
ILMN_1782579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1709471,0.5542169,0.1400602,0.5481928,0.4096386,0.03915663,0,0.04066265,0.03614458,0.08584338,0.3373494,0.188253,0,0.0813253,0.006024096,0.001506024,0.189759,0.186747,0.03012048,0.02861446,0.1325301,0.1611446,0
ILMN_1781680,0.9789157,0.4593374,0.8373494,0.3990964,0.9307229,0.814759,0.9834337,0.4623494,0.07078313,0.6942771,0.4924699,0.8900602,0.7319277,0.9171687,0.8960843,0.9111446,0.5466868,0.4548193,0.8509036,0.5451807,0.5376506,0.873494
ILMN_1765043,0,0.003012048,0,0,0.001506024,0,0.009036144,0.001506024,0.006024096,0.001506024,0.03012048,0,0,0,0,0.1792169,0,0.01807229,0.03463855,0.001506024,0,0.001506024
ILMN_1744862,0.1665828,0.004179669,0.007634932,0.001483778,0.009512227,0.1010554,0.2865682,0.002442093,0.001458767,0.01115477,0.01252238,0.2760085,0.001060282,0.007857229,0.002125446,0.01178128,0.002868855,0.000850482,0.02445207,0.007311868,0.000540726,0.08025205
ILMN_1690696,0.04751042,0.000259906,0.6150962,0.1054312,0.01108157,0.0197241,0.06139958,0.5439836,0.1696968,0.2743255,0.1499404,0.8443753,0.1410014,0.5853435,0.06780158,0.4235508,0.4168771,0.1082301,0.6118132,0.4853188,0.6008266,0.1423528
ILMN_1800331,0.01204819,0.03012048,0.009036144,0.02560241,0.04216867,0.02108434,0.01807229,0.02861446,0.03313253,0.02560241,0.03012048,0.0873494,0.01957831,0.03012048,0.02710843,0.0376506,0.01355422,0.03313253,0.02108434,0.02108434,0.01506024,0.03463855
ILMN_1719236,0.7620482,0.8072289,0.246988,0.7469879,0.3237952,0.7108434,0.185241,0.2439759,0.5466868,0.438253,0.564759,0.2605422,0.3207831,0.308735,0.3358434,0.3207831,0.4171687,0.3072289,0.2334337,0.310241,0.6355422,0.2424699
ILMN_2054928,0.01054217,0.004518072,0,0,0,0.01204819,0.009036144,0.04518072,0.06626506,0.05722892,0.03313253,0.2003012,0.004518072,0.05421687,0.02409638,0.126506,0.004518072,0.08584338,0.02710843,0.01807229,0.01054217,0.05421687
ILMN_2082130,0.0993613,0.05242166,0.04581693,0.1295589,0.08145232,0.09735743,0.08827592,0.01250295,0.398789,0.04953663,0.1034303,0.008782117,0.3749467,0.01579057,0.03125,0.4041871,0.05439038,0.2048386,0.05792296,0.01422558,0.05048923,0.02585757
ILMN_1796088,0,0,0,0,0,0,0,0,0,0,0,0.02409638,0,0,0,0,0,0,0,0,0,0
ILMN_2096604,0.564759,0.4472892,0.7243976,0.3614458,0.7078313,0.7063253,0.4036145,0.4894578,0.2319277,0.2063253,0.7364458,0.128012,0.3840362,0.0813253,0.3268072,0.4653614,0.08885542,0.2078313,0.3012048,0.1746988,0.07228915,0.3373494
ILMN_1709937,0.121988,0.1581325,0.06325302,0.1596386,0.4246988,0.1415663,0.2424699,0.2183735,0.1746988,0.1611446,0.1987952,0.1656626,0.251506,0.2650602,0.311747,0.1445783,0.3900602,0.1837349,0.1551205,0.2213855,0.08584338,0.435241
ILMN_1658917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1659985,0.008001887,5.56E-05,0.000255162,0.000327742,0.000163304,0.001310967,5.56E-05,4.54E-06,0,4.08E-05,0,0.002399659,7.26E-05,0.000290318,0.000255162,0,0,1.13E-06,1.13E-06,1.81E-05,4.54E-06,4.08E-05
ILMN_1694917,0.03162651,0.06174699,0.5271084,0.05572289,0.1189759,0.05120482,0.4126506,0.2183735,0.1295181,0.05722892,0.1430723,0.121988,0.1460843,0.1611446,375,0.09638554,0.1927711,0.2048193,0.09939759,0.3012048,0.07379518,0.186747
ILMN_2176467,0.06325302,0.313253,0.1174699,0.435241,0.185241,0.02259036,0.3674699,0.441265,0.8373494,0.4322289,0.2048193,0.2108434,0.3207831,0.6701807,0.5843374,0.9006024,0.7364458,0.4548193,0.8358434,0.8674699,0.1746988,0.05572289
ILMN_2379326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2275803,0.04066265,0.02861446,0.03463855,0.01204819,0.03012048,0.02259036,0.01506024,0.01054217,0.01656627,0.01204819,0.004518072,0.02560241,0.007530121,0.01054217,0.01807229,0.007530121,0.009036144,0.01204819,0.01054217,0.007530121,0.007530121,0.004518072
ILMN_1815479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1712959,0.01204819,0.1445783,0.02409638,0.09638554,0.04819277,125,0.01506024,0.01204819,0.02409638,0.08433735,0.03012048,0.3448795,0.02108434,0.006024096,0.01656627,0.001506024,0.03162651,0.01957831,0.02710843,0.01957831,0.01506024,0.004518072
ILMN_1658675,0.1521084,0.003012048,0.04518072,0.2575301,0.09036145,0.007530121,0,0.001506024,0.02259036,0,0.02259036,0.1415663,0.04066265,0.009036144,0.001506024,0.04819277,0.07228915,0.003012048,0.001506024,0.03313253,0.07680723,0.001506024
ILMN_2155322,0.3072289,0.0496988,0.04066265,0.189759,0.09789157,0.004518072,0.4096386,0.6400602,0.7680723,0.03915663,0.4231928,0.9834337,0.5060241,0.8870482,0.7936747,0.813253,0.09939759,0.2861446,0.02710843,0.2650602,0.5903614,0.3840362
ILMN_1744211,0.936747,0.8900602,0.8388554,0.998494,0.7379518,0.7364458,0.8870482,0.808735,0.4126506,0.5692771,0.7680723,0.7048193,0.8569277,0.686747,0.9201807,0.5120482,0.6475903,0.8584337,0.8192771,0.8524097,0.7605422,0.6159639
ILMN_1796235,0.000191655,1.13E-06,7.26E-05,4.08E-05,1.81E-05,4.54E-06,4.08E-05,0.000367434,7.26E-05,0.001469734,0.002195529,0,0.000500118,0,9.19E-05,0.000653215,0.000409394,0.000191655,9.19E-05,0.00095374,0.000889099,4.08E-05
ILMN_1782953,0.001506024,0.01054217,0.006024096,0.01204819,0.003012048,0.003012048,0.006024096,0.001506024,0,0,0,0,0.003012048,0,0,0.001506024,0,0.001506024,0,0,0.001506024,0
ILMN_2043306,0.1596386,0.8012048,0.6807229,0.5873494,0.4201807,0.8403614,0.8403614,0.2228916,0.5195783,0.09638554,0.3915663,0.1430723,0.2289157,0.1927711,0.2349398,0.2394578,0.438253,0.1777108,0.185241,0.1972892,0.2168675,0.2334337
ILMN_1694757,0.006024096,0.007530121,0.009036144,0,0.007530121,0.006024096,0.01506024,0.01054217,0.006024096,0.02861446,0.003012048,0.02259036,0.01355422,0.001506024,0.006024096,0.01957831,0.01957831,0.006024096,0.02861446,0.02108434,0.004518072,0.004518072
ILMN_1729165,0.2235629,0.6418158,0.4558399,0.737624,0.5903785,0.4150922,0.4954921,0.1760461,0.5398359,0.5075018,0.4895134,0.2667579,0.3380797,0.4387475,0.3282452,0.517909,0.0993613,0.4954921,0.1082806,0.4688736,0.5903785,0.1365503
ILMN_1786722,0.001506024,0,0.001506024,0,0,0.003012048,0,0.001506024,0.003012048,0.001506024,0.003012048,0.1129518,0.003012048,0.01054217,0.01204819,0.01054217,0.003012048,0.003012048,0,0.001506024,0,0.006024096
ILMN_1703949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1681116,0.004518072,0.004518072,0.009036144,0.009036144,0.003012048,0.007530121,0.006024096,0.02710843,0.04518072,0.02560241,0.01807229,0.03614458,0.01656627,0.01506024,0.02108434,0.01807229,0.01506024,0.03313253,0.02560241,0.01957831,0.02710843,0.01054217
ILMN_1701581,0.01054217,0.01054217,0.007530121,0.001506024,0.004518072,0.006024096,0.01054217,0.001506024,0.003012048,0.006024096,0.003012048,0.007530121,0.004518072,0.009036144,0.006024096,0.007530121,0.004518072,0.004518072,0.004518072,0.004518072,0.001506024,0.004518072
ILMN_1736752,0.05572289,0.1566265,0.3659638,0.936747,0.2168675,0.4638554,0.3433735,0.1084337,0.1521084,0.1310241,0.1445783,0.3509036,0.2439759,0.6490964,0.3659638,0.6490964,0.308735,0.246988,0.2921687,0.4442771,0.2003012,0.313253
ILMN_2304996,0.04765863,0.09341092,0.000367434,0.009391104,0.000290318,0.000826726,0.001020649,0.01156849,0.1620382,0.005243867,0.09211356,0.4247532,0.02551622,0.1220061,0.1887792,0.2048386,0.02319028,0.05690231,0.007625381,0.09802312,0.01203118,0.1437255
ILMN_1793841,0,0,1.13E-06,0,0,0,0,0,0,0,0,0.07903904,0,0.01975976,1.13E-06,0,0,0,0,0,0,5.56E-05
ILMN_2298818,0.1445783,0.09337349,0.2289157,0.03463855,0.09036145,0.1972892,0.07379518,0.4231928,0.5256024,0.5692771,0.3493976,0.4171687,0.09337349,0.2093374,0.2138554,0.2379518,0.1054217,0.126506,0.1460843,0.1792169,0.1490964,0.09939759
ILMN_1769201,0.5529692,0.2932013,0.7572064,0.5191962,0.4246647,0.3675061,0.6281629,0.7354051,0.5897785,0.5964143,0.5394843,0.6378893,0.6507503,0.6378893,0.6335747,0.4102215,0.5608147,0.6843601,0.5033885,0.8407506,0.6368119,0.4988705
ILMN_1741431,0.9954819,0.4728916,0.05572289,0.1340361,0.05722892,0.1084337,0.5707831,0.4487952,0.3237952,0.4548193,0.8283132,0.2394578,0.1777108,0.1460843,0.1596386,0.1566265,0.1370482,0.1099398,0.3433735,0.2710843,0.246988,0.3689759
ILMN_2188141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1766425,0.07245168,0.1506432,0.01331811,0.004833203,0.009219472,0.03508615,0.02378663,0.05187786,0.01848062,0.04157893,0.06821585,0.4246647,0.01047505,0.004976754,0.07507543,0.04010464,0.02978237,0.08475632,0.009663709,0.05910689,0.01762518,0.08766755
ILMN_1651262,0.2439759,0.2906626,0.5963855,0.8629518,0.4683735,0.1822289,0.8870482,0.6656626,0.6626506,0.5105422,0.5271084,0.4939759,0.501506,0.3719879,0.07228915,0.4759036,0.5165663,0.5783132,0.6159639,0.6942771,0.3478916,0.1054217
ILMN_1764813,0.121988,0.07530121,0.08584338,0.1295181,0.1972892,0.3644578,0.2183735,0.1144578,0.2966867,0.1039157,0.1521084,0.121988,0.1009036,0.1084337,0.2033132,0.2710843,0.1792169,0.1927711,0.1731928,0.1581325,0.1174699,0.05722892
ILMN_2383097,0.564759,0.316265,0.9171687,0.435241,0.8388554,0.5030121,0.7801205,0.2530121,0.1370482,0.1129518,0.1159639,0.3719879,0.1460843,0.1792169,0.08283132,0.1641566,0.126506,0.1837349,0.1460843,0.1686747,0.07228915,0.06927711
ILMN_2123743,0,0,4.54E-06,4.08E-05,0,0,0,0,0,0,1.13E-06,1.81E-05,0,0,0,0,0,0,0,0,0,0
ILMN_1658486,0.4548193,0.6144578,0.1746988,0.501506,0.5346386,0.4608434,0.4608434,0.4186747,0.4593374,0.4954819,0.2304217,0.5692771,0.6475903,0.3313253,0.436747,0.2635542,0.4427711,0.1837349,0.3012048,0.2831325,0.2680723,0.6490964
ILMN_1768732,0,0.05421687,0,0.0873494,0,0,0,0.02259036,0,0.01204819,0,0.06325302,0.007530121,0,0,0.8960843,0,0.1927711,0.8795181,0.01204819,0.9563253,0
ILMN_2399523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1652198,0.006024096,0.0496988,0.009036144,0.01656627,0.01054217,0.01957831,0.02108434,0.02259036,0.02710843,0.04216867,0.05120482,0.4623494,0.01656627,0.003012048,0.004518072,0.01656627,0.01355422,0.01807229,0.02710843,0.02108434,0.01204819,0.004518072
ILMN_1743226,0.4789157,0.6445783,0.6581326,0.3870482,0.8192771,0.7756024,0.8057229,0.4171687,0.9231928,0.9503012,0.5512048,0.6340361,0.8975903,0.9442771,0.8719879,0.7048193,0.816265,0.6822289,0.6656626,0.8418674,0.560241,0.6807229
ILMN_1744941,1.54E-05,0.000179008,0.000535825,2.66E-05,0.000163673,0.01900694,0.000116923,5.69E-07,6.93E-06,9.47E-05,5.19E-05,0.001808408,2.66E-05,0.000230696,3.92E-05,7.55E-05,1.25E-05,7.87E-06,3.12E-05,5.91E-05,6.06E-06,0.003843527
ILMN_2145153,0.04518072,0.05120482,0.04066265,0.05873494,0.1912651,0.06777108,0.02108434,0.07078313,0.3057229,0.1310241,0.1325301,0.03162651,0.2725904,0.1174699,0.1174699,0.1370482,0.1340361,0.1024096,0.0813253,0.09638554,0.1189759,0.08283132
ILMN_2172091,0.004518072,0.003012048,0.001506024,0,0,0,0.007530121,0.001506024,0.003012048,0.02861446,0.003012048,0,0,0,0,0.04066265,0.004518072,0.001506024,0.01656627,0,0,0
ILMN_2140342,0.03915663,0.01506024,0.009036144,0.01656627,0.02409638,0.007530121,0.01506024,0.1129518,0.09638554,0.04216867,0.04216867,0.03162651,0.1746988,0.02710843,0.06174699,0.1656626,0.09036145,0.1731928,0.07831325,0.0496988,0.07680723,0.0436747
ILMN_1770020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1774584,0.01204819,0.01054217,0.004518072,0,0,0.007530121,0.006024096,0.03614458,0.0436747,0.03162651,0.02861446,0.7018072,0.01506024,0.1837349,0.2304217,0.2394578,0.0813253,0.04819277,0.1762048,0.07981928,0.06174699,0.441265
ILMN_1686392,0,0,0,0,0,0,0,0,0,0,0,0.186747,0,0.01054217,0.006024096,0,0,0,0,0,0,0.004518072
ILMN_1719975,0.001506024,0,0,0,0,0,0,0.009036144,0.006024096,0.006024096,0.003012048,0.004518072,0.003012048,0.003012048,0.001506024,0,0.007530121,0.001506024,0.007530121,0.009036144,0.004518072,0
ILMN_1756417,0.7128124,0.8973191,0.8048083,0.8333333,0.5775627,0.7158012,0.7636719,0.880079,0.8782558,0.9063115,0.9142805,0.960763,0.84148,0.9279796,0.6238193,0.803977,0.84148,0.9321984,0.8064647,0.9897612,0.8363273,0.9501697
ILMN_1806963,0.5361446,0.1792169,0.5963855,0.6144578,0.2093374,0.5256024,0.5753012,0.3960843,0.439759,0.4096386,0.3569277,0.5391566,0.3177711,0.2876506,0.4081325,0.4578313,0.4036145,0.2590362,0.4563253,0.2274096,0.4322289,0.4156626
ILMN_1658809,0.6295181,0.6370482,0.941265,0.5331326,0.9156626,0.816265,0.7861446,0.7319277,0.6626506,0.3855422,0.4096386,0.5903614,0.5692771,0.4819277,0.7138554,0.8463855,0.3795181,0.5240964,0.7243976,0.5918674,0.6596386,0.626506
ILMN_2124802,0.4761939,0.05488823,125,0.05589073,0.1295589,0.005878937,0.30547,0.1477911,0.2358107,0.04490968,0.02517714,0.1620382,0.02450578,0.1341995,0.07548719,0.155252,0.02351575,0.0500118,0.05792296,0.1111022,0.1962549,0.09018453
ILMN_1671809,0.08624437,0.04725671,0.1218065,0.1052695,0.1321165,0.07026665,0.09127438,0.08831442,0.04674462,0.06350763,0.07643556,0.1029129,0.01857094,0.049617,0.07348306,0.06253896,0.08583476,0.08873284,0.08181835,0.03334307,0.04988496,0.07870853
ILMN_1726410,0.5686421,0.5975183,0.6270782,0.7305581,0.958122,0.7886766,0.7128124,0.8830768,0.4672717,0.4593905,0.3621106,0.8889219,0.7246935,0.4830611,0.5708749,0.9566048,0.8764144,0.7562761,0.6335747,0.6118132,0.82021,0.9185578
ILMN_1669135,0.009036144,0.003012048,0.004518072,0,0.003012048,0.007530121,0.001506024,0.001506024,0,0.001506024,0,0.09638554,0,0.01054217,0.004518072,0,0,0,0,0.001506024,0,0
ILMN_1715096,0.003012048,0,0.01807229,0.01204819,0.006024096,0.003012048,0,0.001506024,0,0.007530121,0.003012048,0,0.007530121,0.003012048,0.001506024,0,0.004518072,0.001506024,0.003012048,0.004518072,0.009036144,0.001506024
ILMN_1741159,0.01355422,0.03313253,0,0.0873494,0.004518072,0,0.006024096,0.04518072,0.01054217,0.01957831,0.04066265,0,0.1099398,0.009036144,0,0.1174699,0.01506024,0.0436747,0.06174699,0.0496988,0.02710843,0.001506024
ILMN_1694233,0.7078313,0.5512048,0.4774096,0.3704819,0.185241,0.5918674,0.5707831,0.06475904,0.1009036,0.1129518,0.1837349,0.1792169,0.1340361,0.1656626,0.09036145,0.1355422,0.09036145,0.1686747,0.06325302,0.1024096,0.06325302,0.06475904
ILMN_1746317,0.01355422,0.003012048,0.01054217,0.01204819,0.007530121,0,0.01054217,0.01355422,0.03614458,0.03313253,0.0376506,0,0.01506024,0.001506024,0.001506024,0.1084337,0.0496988,0.01204819,0.02108434,0.02108434,0.007530121,0.004518072
ILMN_2169089,0.001506024,0.003012048,0.001506024,0,0.003012048,0,0,0.004518072,0.006024096,0.01957831,0.004518072,0.003012048,0.01506024,0.003012048,0,0.02409638,0.009036144,0.006024096,0.01054217,0.004518072,0.004518072,0
ILMN_1699803,0.001506024,0.003012048,0.006024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2344971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2365307,0.6972892,0.3478916,0.02710843,0.2454819,0.185241,0.2951807,0.05572289,0.1084337,0.2966867,0.06174699,0.2966867,0.09638554,0.2213855,0.128012,0.2560241,0.007530121,0.02710843,0.373494,0.02710843,0.01506024,0.08584338,0.3810241
ILMN_1780368,0.1103934,0.2175615,0.0538948,0.1805426,0.1716062,0.1265106,0.09211356,0.1527446,0.1326435,0.0100205,0.1082806,0.3356075,0.08701485,0.154414,0.1405139,0.04137143,0.09082527,0.1510844,0.0279533,0.0574115,0.1303267,0.2155792
ILMN_2120982,0.009036144,0.01054217,0.1370482,0.1340361,0.06626506,0.02259036,0.01204819,0.009036144,0,0.02108434,0,0.01506024,0.02861446,0.01054217,0.03012048,0.001506024,0.007530121,0.01054217,0.02861446,0.04216867,0.05421687,0.02259036
ILMN_1676780,0.08267256,0.148611,0.1628967,0.1953125,0.07903904,0.431722,0.05291044,0.1924989,0.02384349,0.06477831,0.08514026,0.1680952,0.1048048,0.04050955,0.09735743,0.06156667,0.04490968,0.01858035,0.03433463,0.07784602,0.0177196,0.03839454
ILMN_2373666,0.126506,0.1716868,0.05722892,0.04066265,0.186747,0.01355422,0.2033132,0.2289157,0.1415663,0.2093374,0.09789157,0.09638554,0.1716868,0.08283132,0.1054217,0.189759,0.2936747,0.1099398,0.2334337,0.1551205,0.06024097,0.08283132
ILMN_1748614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1763260,0.001506024,0.003012048,0.004518072,0,0.01054217,0.007530121,0.007530121,0.01355422,0.01506024,0.06475904,0.006024096,0.1400602,0.007530121,0.009036144,0.02560241,0.003012048,0.01204819,0.009036144,0.01204819,0.01656627,0.01506024,0.02259036
ILMN_1662865,0.8358434,0.4156626,0.09638554,0.2665663,0.1656626,0.376506,0.09036145,0.0813253,0.3915663,0.1400602,0.1069277,0.2108434,0.06325302,0.1671687,0.1596386,0.06174699,0.2168675,0.1099398,0.1054217,0.1972892,0.07530121,0.1009036
ILMN_1672843,0.1777108,0.8900602,0.2213855,0.0813253,0.1310241,0.2138554,0.4036145,0.1792169,0.3644578,0.4006024,0.2575301,0.1596386,0.05572289,0.310241,0.2771084,0.1942771,0.3614458,0.5948795,0.1927711,0.07981928,0.121988,0.4713855
ILMN_2354222,0.03313253,0.003012048,0.009036144,0.007530121,0.003012048,0.004518072,0.004518072,0.001506024,0.001506024,0.006024096,0.003012048,0.01807229,0.004518072,0.003012048,0,0,0.004518072,0.001506024,0.001506024,0.003012048,0.001506024,0.001506024
ILMN_1784799,0.1114458,0.09337349,0.09638554,0.05421687,0.06626506,0.09337349,0.1054217,0.248494,0.4487952,0.3358434,0.2048193,0.3448795,0.3960843,0.3328313,0.311747,0.8283132,0.1927711,0.4156626,0.316265,0.2906626,0.3478916,0.2274096
ILMN_1736165,0.4688736,0.30547,0.9262581,0.3331443,0.3007796,0.2526492,0.5612525,0.5340387,0.3430514,0.2029152,0.5780184,0.398789,0.3881017,0.5917404,0.6025548,0.6693098,0.5876477,0.1494332,0.7452052,0.635414,0.5958129,0.1227512
ILMN_2250126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2188264,0.06256782,7.12E-05,0.07288466,0.009110582,0.02678343,0.07958782,0.009002552,0.05398076,0.1254456,0.00188323,0.1577928,0.109933,0.04039667,0.2812222,0.2952163,0.06414841,0.01071493,0.03809979,0.08523698,0.05016774,0.3513842,0.2753065
ILMN_1786544,0.03313253,0.04066265,0.05421687,0.03614458,0.1792169,0.6129518,0.2424699,0.6009036,0.4548193,0.8237952,0.2861446,0.8930723,0.7740964,0.7394578,0.9051205,0.8493976,0.7680723,0.3403614,0.8237952,0.6114458,0.935241,0.8554217
ILMN_1774132,0,0,0,0,0,0.001506024,0,0,0,0.006024096,0,0.007530121,0,0,0.001506024,0,0,0,0,0,0,0.004518072
ILMN_1737681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2291249,0.05421687,0.02560241,0.128012,0.0496988,0.02259036,0.06777108,0.2816265,0.03463855,0.03313253,0.02710843,0.02259036,0.06927711,0.01957831,0.01807229,0.01807229,0.0376506,0.02409638,0.007530121,0.02560241,0.02710843,0.01656627,0.03463855
ILMN_2041648,2.80E-06,0.000142353,5.27E-06,8.90E-06,1.54E-05,1.39E-05,1.56E-06,1.92E-06,2.80E-06,1.00E-04,4.55E-06,7.87E-06,5.27E-06,1.70E-05,3.90E-06,9.84E-07,1.25E-06,6.06E-06,1.12E-05,6.93E-06,1.25E-06,5.27E-06
ILMN_1799604,0.04066265,0.126506,0.01054217,0.1566265,0.05722892,0.1551205,0.05572289,0.05873494,0.04668675,0.04066265,0.1069277,0,0.05873494,0.01656627,0.01807229,0.01807229,0.03162651,0.0436747,0.02108434,0.03915663,0.03463855,0.04066265
ILMN_1776334,0.3090116,0.2337467,0.4275339,0.2580302,0.3518392,0.364586,0.4261425,0.2473248,0.2410104,0.06262815,0.1089826,0.161182,0.06974888,0.1257541,0.1118132,0.2096866,0.2505126,0.1429192,0.08206131,0.148611,0.09735743,0.07725291
ILMN_1675794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1746516,0.4123524,0.7027144,0.02620119,0.4233663,0.4303237,0.2903587,0.5738575,0.5612525,0.4415735,0.8037451,0.8167323,0.3078288,0.2972855,0.3607381,0.5752468,0.3393193,0.2389237,0.8283938,0.4289277,0.7164865,0.2645624,0.5455969
ILMN_1771600,0.001506024,0.003012048,0.001506024,0.007530121,0.003012048,0.004518072,0,0.01656627,0.01204819,0.01807229,0.001506024,125,0.004518072,0.01807229,0.01204819,0.02861446,0.01506024,0.006024096,0.01656627,0.01054217,0,0.004518072
ILMN_1711408,0.7786145,0.0496988,0.2891566,0.08433735,0.1204819,0.1355422,0.07530121,0.08885542,0.2816265,0.1099398,0.2861446,0.2771084,0.1596386,125,0.2063253,0.2334337,0.2063253,0.2033132,0.2756024,0.07981928,0.1189759,0.09638554
ILMN_1660793,0.3463855,0.5,0.1325301,0.3268072,0.1310241,0.7198795,0.3810241,0.4081325,0.6807229,0.6942771,0.4292169,0.3885542,0.3975904,0.3012048,0.2183735,0.5256024,0.2936747,0.5,0.2243976,0.1746988,0.4186747,0.1777108
ILMN_1720205,0.01054217,0.05120482,0.01054217,0.03915663,0.02409638,0.09186747,0.01506024,0.03162651,0.02108434,0.02861446,0.02560241,0.03463855,0.02108434,0.04216867,0.02409638,0.03614458,0.01506024,0.01054217,0.02108434,0.02710843,0.01355422,0.02259036
ILMN_1661002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2404135,0.8629518,0.7545181,0.8493976,0.685241,0.6792169,0.4864458,0.623494,0.3313253,0.3539157,0.4096386,0.7469879,0.6400602,0.4156626,0.6084337,0.3900602,0.7590361,0.936747,0.376506,0.6310241,0.6596386,0.8072289,0.9593374
ILMN_2391931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1774219,0.4804217,0.3268072,0.7243976,0.3027108,0.4457831,0.2740964,0.6626506,0.3509036,0.5722892,875,0.5240964,0.5030121,0.5271084,0.4653614,0.3222892,0.810241,0.561747,0.808735,0.6731928,0.6957831,0.4262048,0.6701807
ILMN_1655482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_1797451,0.001161272,0.003066483,0.000290318,0.001389217,0.000548882,0.001161272,0.000548882,0.006210081,0.01633038,0.00509077,0.001724897,0.005243867,0.003185559,0.005716768,0.004645086,0.005716768,0.003430514,0.02254613,0.005243867,0.004791379,0.00493994,0.003430514
ILMN_1735051,0.9759036,0.876506,0.3915663,0.9683735,0.4578313,0.9231928,0.7951807,0.7063253,0.7951807,0.7078313,0.5,0.8539157,0.3463855,0.4021084,0.8298193,0.6792169,0.7003012,0.5918674,0.6159639,0.564759,0.4924699,375
ILMN_1706838,0,0,0,0,0,0,0,0,0,0,0,0.003012048,0,0,0,0,0,0,0,0,0,0
ILMN_1658806,0.1927711,0.9171687,0.6792169,0.8584337,0.8810241,0.6174699,0.8222892,0.6656626,0.6792169,0.5060241,0.9051205,0.9186747,0.626506,0.4924699,0.6099398,0.5527108,0.7756024,0.9578313,0.5858434,0.9774097,0.8810241,0.8689759
ILMN_1767342,4.54E-06,9.19E-05,4.08E-05,1.81E-05,0.000113405,0.000327742,7.26E-05,0.000708784,4.54E-06,0.001234985,5.56E-05,1.13E-06,5.56E-05,5.56E-05,0.005243867,0.000548882,0.000191655,0.000163304,5.56E-05,4.54E-06,1.02E-05,0.000327742
ILMN_1703433,0.1611446,0.3885542,0.4066265,0.2891566,0.4021084,0.5572289,0.1641566,0.2364458,0.3328313,0.1611446,0.186747,0.4442771,0.5753012,0.1927711,0.2123494,0.1957831,0.2424699,0.2228916,0.1596386,0.558735,0.3072289,0.4503012
ILMN_1814402,0.9728916,0.6400602,0.6340361,0.8825301,0.689759,0.3990964,0.9171687,0.689759,0.4427711,0.8448795,0.8900602,0.5150602,0.6566265,0.6325301,0.8539157,0.6581326,0.8659639,0.7439759,0.811747,0.8780121,0.9518072,0.9292169
ILMN_2136576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILMN_2407482,0,0,0,0,0,0,0,0,0.003012048,0,0,0,0,0,0.001506024,0,0,0,0,0,0,0.001506024
