,YTY 82T,YTY 84T,YTY 88T,YTY 78T,YTO 68T,YTO 92T,YTO 70T,YTY 94T,YTY 96T,YTY 81T,YTY 115T,YTY 95T,YTY 121T,YTY 91T,YTY 91N,YTO 71T,YTO 65T,YTO 78T,YTO 89T,YTO 67T,YTO 98T,YTO 98N
ILMN_1695443,49.3075,55.13181,49.80851,70.22106,63.45298,55.59556,53.58149,75.4831,74.66998,76.16568,89.28012,70.73544,69.90639,80.59009,67.47543,98.2762,76.65178,90.06351,78.60361,72.92747,83.16171,78.54681
ILMN_1685722,52.48739,71.95248,47.15187,62.71782,82.68545,91.94521,65.09679,101.0108,119446,75.00381,75.44138,65.45715,93.78236,121.7385,83.02733,117337,86.98099,109.4465,83.2494,99.89775,97.46163,101.8653
ILMN_1668983,166.9362,339.7521,365.3099,954.8199,543.9055,578.8658,455.1989,616.5869,324.5155,542.6708,537.9852,81.2117,415.1453,299.4647,296183,494.5979,475.6314,438.5924,498134,314175,434.6559,280.7772
ILMN_1778660,1833706,3820694,4286635,6058573,5751702,9197.83,6985.21,8260688,4683649,10383.65,6230871,1187211,6769345,4855082,9129644,14140.5,8147695,8413642,7585526,5572261,6728603,8743714
ILMN_2307851,9392337,12365.03,12551.84,14522.32,17137.6,15823.28,13506.82,22528.05,14082.96,19112.97,16204.2,5058196,15749.13,21550.87,17621.33,17679.37,17500.66,19255.5,16581.81,15498.62,18412.6,19416.49
ILMN_1689425,40.33131,46.48165,42.20154,65.48512,53.77705,51.70265,49.1384,82.62376,77.59648,65.23058,76.71849,64.05219,67.78398,90.98566,73.80676,88.94097,71.20386,88.67479,78.71892,76.10921,80.33125,73.07515
ILMN_1763184,2574614,7413691,1558317,2220038,3362591,2991057,3868091,9890319,4275839,14321.54,4649.7,6015774,8419429,11671.39,6609574,9360285,6800944,10891.11,9564995,9615.85,4947269,12025.82
ILMN_1707975,59.83733,82.96455,73.10709,84.90752,79.71355,72.94893,222.6162,272.5676,95.67245,227389,131.2716,128.4226,154.6379,315.8618,142.6222,155.8523,143.4671,344.0936,118.1781,111.4501,180.7589,183.1844
ILMN_2180352,410996,1323023,940.9338,1481774,1281541,811926,681.8767,987.1852,665.0127,765.4586,1280056,271.3165,824.1812,1214114,668.9353,893.0041,653.4868,1142693,661.8739,684.0871,757.3455,619033
ILMN_2058782,48.6195,90.8271,39.23784,58.84822,45.12447,43.78381,92.57509,322.8965,67.03631,565.4396,414.7198,63.1677,95.81847,79.44991,56.87143,91.1441,109.3134,170.6484,68.88731,100.5271,108.4498,102.9961
ILMN_1688622,427.5703,381.1218,583.2864,1156598,530.0108,383.5207,413499,1010221,931388,501.2392,954.8976,74.73351,844.5093,720.5717,578.6119,2008064,918.2852,1208332,724.8945,960.8008,1049009,629.7115
ILMN_1729188,63.06034,51.50873,322.6787,141.5278,164.6193,194.3859,301.0077,90.63647,71.66578,289.7289,100.6302,68.05081,114.2825,100.7697,78.81053,130.5567,485.5563,166.0234,428.4339,278.3941,105.6187,74.55364
ILMN_2061043,138.3904,252.5851,275.8153,480.2065,276.7446,246.0771,241.9306,277.6499,274.1443,345372,317.8515,250079,243.1188,383.6426,233.8898,355.6344,286.8298,343475,361.4436,266.9559,204.8881,241.0213
ILMN_1687358,48.41038,41.71949,72.81831,59.20304,74.07759,57.57227,48.58872,59.18322,69.35914,88.41604,61.73312,62.05119,94.14294,124582,54.51952,79.7829,79.85886,75.9372,66.25307,76.70139,89.60799,63.8293
ILMN_1708101,41.31662,54.24029,39.03686,62.51218,60.33644,43.33712,45.46223,68.37918,64.19524,63.4723,62.93145,73.01488,64.37646,94.61792,67.7834,73.41396,51.1774,73.2028,72.64626,58.4548,68.32058,73.55312
ILMN_2408102,39.39635,42.7489,38.95428,60.75527,40.66766,123.9816,39.43533,47.7459,52.22889,51.04206,49.62442,56.77077,50.14235,54.81535,56.56673,58.23647,49.30062,55.0949,50.71167,47.45908,55.67555,58.38824
ILMN_1773119,40.70019,39.88285,39.54377,48.93716,42.69255,42.79132,38.70863,49.13648,57.12805,51966,52.23619,54.68456,49.02053,59.88964,47.08923,61.85002,43.29884,50.92464,57.86802,52.79137,60.82708,50.38762
ILMN_2124951,78.75105,165.3111,209.9566,690.8421,351.7226,104.6839,136.2758,210.1976,151.9757,111.0364,145.7703,56.61944,193.5215,170273,110.1855,200.8038,220.6154,171.4684,222641,215.0102,179.8493,75.90918
ILMN_1679417,46.69899,59.13644,63.82525,98.23386,70.41473,104.9183,68.16844,89.16785,73.66109,74.40738,82.80586,119.0195,76.95329,175.3759,134.3941,151.3813,74.73259,94.91476,85.73695,82.13684,91.81861,161.6522
ILMN_1709747,44.90708,53.0886,49.86764,59.45075,58.98829,56.06553,48.23344,85.91266,81.58856,141.5909,93.39652,70.66068,110.4899,89.7934,71.53796,128.2723,138824,93.5321,137.5286,90.23537,77.67273,55.16159
ILMN_2374904,172.7993,283.4241,341.9926,845.5615,622.0106,387.1605,366.8154,302.0355,239.2112,355.7833,426.6555,427.2247,363.0317,686285,269495,351.2951,436.4523,382.6058,524.2607,419.7098,335.3522,220.2216
ILMN_1768488,43.24006,46.22933,42.21552,53.5284,47.85279,44.34377,41.39641,54.56348,67.26123,52.0195,61.79917,54.14091,52.94055,59.32093,47.40138,73.90393,54.59194,71.38889,59.62317,52.70208,56.41426,57.65942
ILMN_1776493,195915,341.9659,349.3007,412.3509,454507,163.6217,246174,469.3199,454.8271,286.0076,440.9147,99.38644,402.0558,380.8792,331.3863,395.3389,521.2798,693.8694,345.8818,504.3022,516.9452,396.4165
ILMN_2295957,94.9519,102.0596,601.8898,144.9726,624.4564,547.9777,646.3162,140.6617,136.7005,885.1466,105502,757.98,262.8501,281.7344,266.0781,295784,978216,422.9242,436.4957,335.0831,404.3785,259.6086
ILMN_1780334,975.1579,2234989,1339253,3584249,2034253,1394977,1284371,1963916,1001.41,1621875,1846815,2207866,2307205,2608216,1416121,2424551,1648896,1548719,2056721,1468693,2493804,1835039
ILMN_2072101,62.3454,74.28963,75.42596,123.3946,112.0949,119.8062,76.73775,133.7143,124.3196,119.7444,191142,152.6898,126.2781,264.9843,154.0064,140.6003,134.4097,142.1902,153.7391,175.6218,151.2365,132.9408
ILMN_1664330,107.5118,179.2224,156.8048,196.8625,172.5652,167.6724,147.7368,158.2518,161.3464,196.2823,224.5075,96.80868,173.0637,138.8879,133.89,175.3938,183.7336,188.74,166.8893,150.6417,183.5735,141.8278
ILMN_2227133,112.0659,201142,298.4655,431.4678,277.9568,331.6626,219.0965,231115,160.7386,298.4957,231.2842,96.20264,232.2603,202.9694,174.9372,315.8848,254.8046,286.2547,245.7722,182.8884,243.7791,220.6671
ILMN_1774238,104.9131,187.0446,166.8569,415.0638,213.4169,131.3493,168.4001,504.6295,526.2505,315.9112,583.6916,669.7611,450.0162,800848,380788,1077509,401.4331,695.5712,376.9017,459.9932,521.0924,453.1795
ILMN_1728001,62.78962,98.66896,143.1882,200.8612,160.2246,176.4512,81.03758,167.0753,114.1175,108751,111.1118,501.0077,140.8953,351.2124,237.0719,132.7851,123.4535,181.0928,116.9157,111.9653,145.4715,183.7657
ILMN_1798063,87.93126,147.9474,295.3048,128.4518,146.8179,357.3189,102.7801,114.4242,132.0857,211.6689,341789,74.33887,135.6503,196.6177,366.5638,138.4208,155.5518,165.8258,112.3314,112474,214.8078,174573
ILMN_1772697,44.33611,49.91611,40932,54.43896,63.96686,62.27187,62.14553,66.90102,64.55727,73.33364,71.0963,72.30866,71.02538,96.4958,73.42,95.44593,84.57231,75.31496,78.35432,78.56244,79.17291,89.81686
ILMN_1779070,45.37179,51.94537,52.35358,57.57452,58.16022,46.39047,48.80669,75.20766,65.2888,73.74863,74.18687,62.77185,72.50841,84.91552,68.55886,99.05583,89.31111,92.45534,91.74461,90.92534,83.23814,70.04619
ILMN_1802646,157.9863,299.6649,328.0126,549.7212,274.3575,193.8324,162.4083,424.5061,313.0589,296.1096,335.7856,59.32224,233.9217,78.11929,106.7497,210.7485,458.0823,461.3637,320.9827,323468,312.1613,85.67686
ILMN_1738783,185.1205,385.7191,449.2039,748.8848,629.9457,485.6979,389.8669,711.5991,421.7079,540.4714,397.8832,121.3495,570.7585,583.4317,479.0202,690444,572.3867,589.5708,569.2615,520.7468,540.6943,525.8173
ILMN_1801378,54.80764,88.2136,85.00686,105.0882,76.72923,68.06733,71.46001,123357,107.8912,114.9159,208.5434,105.5502,110083,163.4023,109.2245,173484,152.9999,135.8727,130972,131.7543,151.2735,132.6626
ILMN_1693183,569.6443,1311401,2414717,1964768,1497865,1327367,1702192,912.2597,503.8683,1518714,1040464,449.7959,1235386,927.2264,397.9449,1163461,2161825,1266024,2552.36,1167021,616.8442,316.0936
ILMN_2227573,44.60688,42.83205,40.75078,47.04,47.59369,43.33421,40.68438,57.29814,53.00843,49.87531,60.11135,67.47619,48.1711,70.73861,51.15172,60.58707,60.1869,63.64831,60.81101,56.52506,63.77465,56.56266
ILMN_1744912,53.1704,72.06361,103.9127,163.7871,100.7332,274.1666,51.14295,304.5836,135.6873,105297,114.2163,209.4444,163.1449,382.7211,493.7493,154.6155,144.1955,215.4193,141.5482,258.9366,201.1528,645.0352
ILMN_2405797,46.81252,45.91447,45.79982,65.56612,57.79933,51.45218,46.02169,78.42365,71.90234,62.21813,72.55974,65.64194,68.44099,92.07748,66.46989,84.6748,66.71886,71.46523,66.70946,72.05487,67.21139,76.43941
ILMN_1757164,113.0944,86.83127,68.78114,155.4905,96.48156,84.95482,61.9595,103.3722,97.6938,86.79878,181.8694,71.23583,128.4958,106.4051,87.17234,106.6759,100.6417,130.1579,92.58736,101.1498,123.1194,79.62904
ILMN_1696029,116.1864,89915,118.1198,227.7004,229.9162,152.3246,160.0471,340.7556,244.1641,260.2821,169.0403,172.6287,241.7451,795.5183,410765,600.5389,298.4124,341.8516,361.0299,268.0648,297.0585,412.3287
ILMN_2163732,786.0419,228.7347,395.4313,3980955,1456728,2439716,2026511,2162854,3532689,1284269,1924061,2966333,10308.18,1619173,10689.16,9067798,9511672,635.8013,84.94212,2311116,5487791,18083.72
ILMN_1713758,40.24754,41.41286,40.67216,48.37988,48.32437,40.79295,43.05879,57.90593,63.69635,55.05228,60.03299,54.88356,60.06972,59.28461,51.22874,77.70037,59.10923,57.90705,53.82802,57.36393,59.6393,61.41425
ILMN_1683990,487.8601,637.4162,1149111,2046533,1192946,930.6899,700.0189,926.0528,497.3398,746.0886,522.6644,373.7426,681.3192,1985439,1050919,1604431,962.4776,1037739,835.4244,977.6636,743.5101,1888305
ILMN_2333319,269.3218,375.8436,452.3082,698.4001,578.4796,358.2278,343.1624,370.2724,354226,355534,649.6771,278.0544,355.8263,673.7224,399.6456,658.0074,434189,497.5533,407.6971,368.3364,388.6155,372.1782
ILMN_1768117,41.6375,46.55758,40.02394,55.39072,52.1026,47.57093,42.51839,62.2178,62812,55.10102,60.10841,58.90279,59.56289,70.32212,58.75175,81.72889,62.47253,68.26006,68.79524,57.63532,63.36681,59.87668
ILMN_1740917,45.85474,51.79198,44.85283,67.46651,55.72382,49.41996,49.37471,70.17319,66.79288,69.51327,73.88474,69.90057,71.03031,95.72397,64.43964,89.08826,74.20559,85.80116,68.59083,77.34351,72.93333,77.91454
ILMN_1808018,527.6815,1027874,1263301,1497899,1974483,1026092,1316385,825.6543,628.7538,1729443,1051031,71.78561,719.3989,102.2633,305.3518,2034.34,1105212,992.8795,1159044,674.8099,784.6691,358.3536
ILMN_1794875,42.41226,48.56965,39.05747,51.43053,46.16986,41.81491,40.6339,55.04258,58.10004,58.35909,50.73025,61.24664,55.83171,69.41524,50.03659,72.21743,63.11612,66.65346,65.00994,57.33295,62.02777,55.08182
ILMN_1790136,369.3819,971.4561,1131686,1286661,1510182,1484573,704.0496,863.5832,867.1339,937.9791,1316254,715.3683,922.5151,1596937,1272699,1291493,960.1429,924.3351,825505,1010.23,811.6149,1021623
ILMN_1770963,77.05627,116.0973,129.4765,198.47,127.7919,178.9943,104.6678,153.5779,108.1282,143.9636,137.8786,88.8568,135.4351,216.5304,165.6058,206.3591,153.4682,167.6482,139.14,131.6502,130.0104,144.9778
ILMN_1762639,397.0144,758.0014,1288049,2361569,2425.38,1243471,864.5656,1227676,1034.02,1444033,1241894,1468903,1122.25,1228659,689.9588,1397749,1336244,1006637,1304513,1220542,1182338,831.7898
ILMN_1788005,172.2196,275.0789,375.9961,1037575,709.1684,316.0384,244.3084,391.4389,286.0966,362.1248,510.3615,255.7866,590.2813,753.0828,279.6898,347.7014,665.7342,579.0528,434.3176,437.1357,622.9492,250.0492
ILMN_1698258,39.87996,39.6,41.98662,50.36949,51.77578,41.24266,42.66902,49.76377,60.92827,54.04586,55.09382,53.26342,50.76099,62.67389,51.65886,72.24848,58.57098,65.66227,53.39873,51.72588,57.06882,61.43726
ILMN_1658207,40.4362,36.99884,37.4159,45.7869,46.93124,41.5392,37.70108,56.39654,57604,58.28808,53.21295,51.02549,50.41918,63.49698,45.29286,69.36018,54.65027,57.85159,59.75727,53.66964,50.8524,56.51205
ILMN_2364357,111.2304,140.4713,326.9122,1012764,187.5323,116.0044,326.7964,110.0115,96.25179,116.5001,178.0627,65.67015,117.6199,65.70187,64.35881,102.3266,107.4251,103.6278,123.0399,129.2453,152.9714,73.80461
ILMN_2129831,244.9675,664.1817,429.8712,806.9496,781723,527907,759.9281,685.0052,631.9233,1490563,1373.15,765.6207,694.4482,927.9279,658702,1863082,701.8026,779.1469,928.6228,729.9089,716.4832,718.2604
ILMN_2250445,55.69445,45.87856,53.34524,85.98588,84.10548,125.3556,46.51619,123.0363,79.74641,91.5424,86.52914,258.4088,76.02822,95.1768,85.06304,91.27843,74.71239,218.2955,72.07146,98.31343,72.91161,73.37207
ILMN_1701525,46.63753,51.95666,51.95435,52.11873,50.05733,67.97623,41.92234,58.61197,72.20933,68.77621,68.03046,63.90237,78.60604,75.09537,59.94116,66.98105,63.99804,71.63077,72.06702,64.89619,117.1928,65.48381
ILMN_2320850,119.5948,331.0099,99.12584,420.63,231.8508,239853,178.2086,222.0472,153.7234,236874,630.7716,402.1246,237.2358,306.8316,201.1979,353.7286,212.28,292.1312,264.0957,192.2244,199582,265.5779
ILMN_1798957,41.61104,51.96968,49.6216,63.66559,61.38824,52.43862,49.95767,73.23346,66.90166,73.56342,64.96371,82325,69.60326,98.86024,78.79266,89.6801,78.22477,85.96116,67.68867,64.07008,71.54994,70.16068
ILMN_2383484,45.06967,38.34083,40.52857,49.60927,44.89575,46.79418,40.26324,49.85107,64.45736,51.2963,50.62086,55.66889,50.67358,55.89466,54.40476,80.20726,52.16133,59.6264,53.67535,52.21689,55.98912,56.75109
ILMN_1707304,501.5526,990649,520.8611,1127628,724.5639,630.1297,544.0372,1279439,659.1682,1003427,1056254,445.0985,876.0063,2638222,1564897,900132,675.5254,1858134,947.5388,873.5927,808.2247,2085417
ILMN_1677357,64.60215,115.7247,106.8782,129.2808,147.3867,123.4364,133.2916,475.4459,330.5012,496.0836,447.6381,753.6429,527.1725,700.0212,484.4992,926.2111,468.8509,642.3507,573.0125,442.1514,486.0566,542.0017
ILMN_1718207,261.4252,483.2966,377.8405,877.3477,771.1807,317.7523,325.0645,397.4911,318.3523,274.5753,779.7335,735.5033,354626,619.0183,285.7385,571.1771,412.8091,456.2362,452.0889,444.7185,442.3376,392.0968
ILMN_1657395,38.98294,54.87072,43.21471,53.77723,58.85951,52.42195,49.52154,137779,149.8007,193.9807,117.9629,76.69022,118.3746,170.6227,137.0639,202.7744,181.6662,197.8536,173.2343,151.9175,161.1576,158.9259
ILMN_2172221,86.43718,115795,127.0709,160.5545,246.8763,177.7413,123.9749,206.7071,150.9729,261.1805,198.5478,217.2481,171.0228,291.2639,206.2347,266.1327,236.1009,247.0599,305.9834,226.9926,244.4377,229.5712
ILMN_1775587,46.34532,47.8242,42.24393,57.68856,55.8078,45.35986,49.42523,66.34732,73.14447,59.42122,69.21667,68.12623,61.99328,73.03876,58.83443,86.4963,63.80851,79.11408,71.13396,71.79653,68.56513,72.01868
ILMN_1655241,66.94288,92.01626,114.7721,175.1698,113.3852,108099,86.2911,138.9487,120.0031,142.2808,172.2982,101.0673,165.6486,205.4842,137.6041,181.0334,135.1766,159.9147,163759,126.7486,156.1054,120.6726
ILMN_1778013,42.09967,46.68587,40.3124,58.48598,48.21004,48.69884,47.96249,69.48624,66.38133,73.97128,66.85409,69.40693,62.52193,81.46159,66.82564,94.19344,71.99055,74.65269,71.93927,78.18964,68.89452,61.42973
ILMN_1777118,48.88061,53.52119,69.55509,376.9841,68.99609,351.0683,80.11849,89.32274,249.4732,159.1771,211.6925,79.40718,140.9653,127.7087,96.72054,82.14861,136741,69.33631,88.44675,158662,106.9004,84.20228
ILMN_1784436,112.8025,152.8458,648.1238,254.0397,418.7958,205.2417,211.8165,236.2312,187.0175,420.7423,334.2619,315.3606,386.2015,326.4986,122.65,344.2128,621.7594,182.6778,394.4802,491.7722,377.9536,106.4459
ILMN_2204467,42.98603,41.81249,35.75008,47.78213,43.64621,43.57924,41.32792,71.12808,60.90471,61.95617,59.44572,60.00262,59.63918,73.17171,61.9211,81.12943,65.73569,60.61759,60.48177,57.1758,59.05754,71.91587
ILMN_2100209,43.76541,42.88393,42.54581,53.3495,48.73555,43.8071,44.07397,62.54745,61.03108,55.46618,63.74818,59.59399,57.97469,76.99415,56.36629,74.11947,61.40977,72741,60.69136,52.29992,63.25141,68.57733
ILMN_1714271,47.70908,59.25695,44.08698,63.06006,57.7173,51.02042,45.25793,58.02548,44.43571,54.94553,66.15668,54.99385,47.45143,64.94251,50.12723,78.08618,52.61941,63.48394,51.52487,59.69846,61.42711,60.04904
ILMN_1705986,41.57154,38.75528,53.03321,51.57729,51.13414,41.0861,39.34315,72.99842,64.61148,68.64742,73.46317,57.8358,77.06814,59.61523,56.85416,78.40482,89.23662,76.82668,76.07785,92.82168,65.49546,58.56259
ILMN_1740429,347.3626,720.8445,919.4146,2794479,1084594,643562,615.4683,887.8425,584.5991,652.4708,1326895,324.1026,816.5266,1065385,617903,824.4072,1156852,955.0893,1218325,796.8084,893.4838,561.6241
ILMN_1729117,97.70726,122.4097,171.7012,371.6781,181.3439,121.2102,131.5624,130.4864,113.8977,129.7964,314.6358,177.8699,132.0612,226.1954,124.0885,263.2639,180.9093,174.3895,154.6893,159.7864,141.5955,113.6705
ILMN_1720708,45.07977,56.75008,53.56003,72.17265,58.49222,57.03893,49.06487,66.96375,66.33338,53.84407,81.09786,62.70563,71.62765,77.74766,66.49155,84.12817,65.41863,72.45252,69.71407,71.90243,68.7058,71.12495
ILMN_1769547,205.1647,152861,141.5535,322.3946,225.4491,435.2825,166.1136,516.1439,279.8589,205.8832,395.6297,885.1498,345.9441,1093186,790.6235,715.2685,273.2991,314.1815,248.8526,253.99,410.0497,409.6193
ILMN_1713990,51.28851,70.85846,70.58116,103703,78.05653,62.99323,50.23984,222.5594,171.7825,162.1551,270.8046,162.5843,194.8978,377.0778,239.6328,166.8207,180.8652,327.5157,194.9438,231.1389,224.3456,251.0183
ILMN_1727574,6094258,10517,2075121,231.6691,10309.18,6269437,7120006,22959.91,7444386,15539.56,1306.11,19682.1,10218.95,18721.48,20728.56,14286.43,6412237,19642.14,21302.27,17098.91,5316416,26258.9
ILMN_1774134,61.35008,81.68382,66.94344,152.2742,94.43056,74.42559,69.95776,99.15591,91.08365,75.56964,95.09214,66.3997,75.59902,83.8125,76.75916,180.7419,76.10826,94.94197,86.23224,80.58105,81.92201,91.78516
ILMN_2150802,55.77526,61.61225,82.39812,90.03961,82509,106.6077,59.82346,70.6989,71.59473,83.00453,91.27365,89.26527,61.44736,111.1541,119.7277,104.8608,73.2404,91.54568,76.98895,69.58895,96.90859,96.82567
ILMN_1754947,47.67466,59.90684,49.81743,77.49837,53.52299,61.13668,52.88082,88.43514,65.09151,99.62981,78.03394,128.6245,75.52203,116077,77.86014,100.3357,83.41529,82.54148,73.2665,67.74557,72.54977,85.03831
ILMN_2163070,74.25783,78.16354,164.8338,210.6967,140.5742,78.68144,71.43386,122.3394,137.4058,102.7228,193.2675,75.91441,159.8453,78.99137,75.8466,156.8605,138.3211,190.1256,130.7359,141.2188,185.8665,73.41617
ILMN_1811327,63.18922,75.31501,77.78252,100.3751,87.62445,59.67736,63.93203,201.1528,136.0506,158.5919,184025,103.3862,162.9468,178.3732,124.0995,213.1473,173.9192,224.2528,158.4792,180.6157,188.8261,137.9071
ILMN_1676248,78.16558,263.6602,198.4543,330.6037,249407,1338233,131.6144,130.9185,118.2758,359.5446,164.8479,351.6518,334.1084,193.6234,127.0208,118008,219834,218.9824,204.2184,247.1567,487.7636,95.39531
ILMN_2322768,81.45924,233.9633,91.12513,225.9417,150.9209,153.7506,89.43863,173.5061,109.4076,122.4687,171.6784,67.33379,125.5211,150.9279,132.9609,156.8616,118689,176.5799,114.4094,127.1819,146.7069,159.2091
ILMN_2293529,41.0007,47.63227,37.29273,53.67735,51.40345,36.18595,39.41093,56.01165,60.66187,54.24189,51.96626,55.51622,51.36677,61.8462,51.6302,81.05876,54.2669,56.83049,57.94033,50.33463,55.74835,56.51884
ILMN_1708710,40.84627,40.02012,41.4614,48.59532,47.27432,45.57265,42.17412,53.32559,66.34843,51.3552,50.40153,60.05121,54.05857,72.15459,52.34496,76.12601,58.25591,61.58451,56.66977,53.92859,57.62628,54.75288
ILMN_2060115,50.52102,60.02152,51.24744,67.94225,63.21484,61.22888,51.79382,113.0299,88.61896,96.60852,107103,90.34532,106.2445,130.5067,102.3609,115.3532,99.89093,114.56,98.2283,88.75691,108.7171,104.2016
ILMN_2320906,46.47303,40.65212,36.92328,55.21114,46.2093,39.08525,35.43588,61.91553,57.42335,51.4183,62.51999,57.07785,61.38379,75.63435,56.05698,67.90923,60.43457,58.06583,57.48323,70.75144,69.61562,66.81918
ILMN_2298160,42.01582,44.59501,37.60456,51.54262,47.89967,41.8278,40.76974,65.72431,58.44952,65.29611,65.8981,58.13291,59.30348,70.00845,59.69015,77.60772,58.24107,64.22529,69.04703,70.88213,66.44205,65.34235
ILMN_2051408,69.48965,147961,75.60098,87.70571,99.98003,91.64882,78.42176,183.6176,464.4872,145323,270.9873,227.2907,131.7174,366.5846,199.4554,188.5048,104.3701,269.2634,152.8702,157.8956,147.2139,271.9178
ILMN_1775224,149.1544,131933,975.1647,250.4892,1631965,937614,561.7523,985.0487,351.67,1486758,628.0475,1216366,1055.74,960.8507,383.7628,150.1519,778.7557,123.6805,1842799,1159042,249.7733,100.0159
ILMN_1738675,105.2468,165.1337,98.58757,259.7098,171.5496,100.4197,107.7075,329.7509,188.4928,284.7207,253.3027,175.7287,234.5642,291.2262,198356,312.8004,262808,317.5825,324.1997,219.7063,294.9144,204.1285
