,YTY 82T,YTY 84T,YTY 88T,YTY 78T,YTO 68T,YTO 92T,YTO 70T,YTY 94T,YTY 96T,YTY 81T,YTY 115T,YTY 95T,YTY 121T,YTY 91T,YTY 91N,YTO 71T,YTO 65T,YTO 78T,YTO 89T,YTO 67T,YTO 98T,YTO 98N
ILMN_2154223,44.91987,45.99532,42.18432,59.95908,61.62982,56.48017,47.24839,79.91779,72.21863,72.75521,92.11199,77.7106,72.12672,93.93903,69.52087,88.77522,72.61179,82.97497,70.08842,70.78345,82.92127,72.21727
ILMN_1677851,40.9772,43.59009,38.38937,53.91273,47.92155,41.81792,44.25375,59.08292,57.38914,70.12162,63.15544,51.77592,54.55347,69.8246,53.24784,70.80811,49.21082,67.2595,59363,48.59241,59.18447,54.54881
ILMN_1694325,1591.52,2595272,1477513,493.3455,1450322,1438419,3395596,5814756,2009273,6992318,1793528,1355957,3506571,5185229,1255449,4700656,3674.38,5612207,2557818,3229152,5825104,3345805
ILMN_1665660,73.58633,78.58752,75.57428,149.3611,91.07306,158.4467,57.96343,110.7114,131.2662,74.0181,162.3291,67.71778,68212,162.3386,149358,102.8649,83.09295,142.7359,78.50898,88.85347,135.6616,118.6218
ILMN_1715788,255.7785,318.5916,464.8488,725.6303,554.6958,291.6048,414.7735,383.4241,249.8872,346.6582,363.6764,161.1286,483.3679,348227,174.9301,489.8379,411.5194,332549,458.4792,339.9762,380.0636,210.3535
ILMN_1691418,45.13419,39.85283,41.09141,50.19908,51.83763,42.78265,37.91056,63.60555,49.25363,46.14851,51.84918,60.78644,57.04905,63.26934,62.20486,61.68318,47.75669,58.81946,51.23426,58439,56.55725,55.31282
ILMN_1760741,239.6309,427.0904,1195458,1136936,1170013,232.3749,845436,412.7596,190.9102,525.6091,538.3502,352406,493.6911,468.4445,252.7752,767.0623,1014.36,591.9541,562.0497,589.7789,536.6934,308.0877
ILMN_1796673,178.4992,416.3301,292.8575,429.1418,486.6178,337.1105,512.7352,771.65,670.5906,1578834,787.2607,730.1656,574.9693,707.0472,783.0031,865.52,1163859,920.5189,807.4938,444.9538,878.6243,954.6732
ILMN_1728435,212.1159,389.6577,530.6343,729.2593,656.4493,297.9236,179.2402,555.8159,588.1995,404.5243,708.0039,604.2649,701.1259,1485612,644705,638.3279,764.8988,834813,597.91,663.5651,771529,652.9866
ILMN_2366972,140.3432,117.3568,185.9711,384.1838,251.5356,186.2476,154.1261,183.6385,147.4594,149.3894,271.1853,324.1788,244.5266,459.45,338049,299.6953,386.7934,207.5444,187.3233,208.6414,271.3927,311.8004
ILMN_1723235,46.86409,50.90774,48.78936,62.31591,58.46549,45.8184,42.03225,66.80006,60.36655,57.82949,66.66972,61.56207,68.32566,70.57043,66.76022,79.41444,71.90854,79.70334,75.64725,67.96166,75.57021,68.91433
ILMN_2412860,49.47433,59.44805,58.44345,100.4348,77.32351,61.7465,76.73535,423.7173,394.7461,349.4696,530.3551,231.8667,306.6184,683.4344,317.9264,875.8042,409.5053,490.1449,409.5619,421.3903,526.6536,362.3259
ILMN_1719455,195.4277,301.4203,377.7707,516.6982,246.8969,554.5861,143.6593,426.7928,365755,235.0754,686.9974,1111271,283.1386,884.7774,865.0236,690.2105,377.6391,360.8175,292.1196,338.1513,351.9952,530.1105
ILMN_1750312,53.18572,63.82285,97.36469,146.8311,112.6005,125.2845,84.8735,140.9921,79.98927,77.62813,91.87626,56.83501,147.0325,79.26136,97.23058,126.3487,92.10741,134.8977,109.8443,118.9886,176.5591,67.25008
ILMN_1740883,290.3743,319.6743,305028,705.4406,354.6102,434.6342,216.0146,452.2354,309.9339,312.8147,626.6139,94.93227,400.6863,1020399,728.7981,573.7962,389.5352,640.1666,321.3905,415.6021,482.2893,662.8319
ILMN_2130441,156.7936,385.6834,355.5491,489.0606,295.4848,448.8931,244.8073,331.1457,252.6638,173.8314,329.0398,81.89919,219.0826,266.4136,359.5536,346.2921,233.5154,300.0986,195.9868,230.1577,258682,219.5973
ILMN_1792107,112.0346,87.58592,691.9074,391468,363.9425,2517323,564.0816,171.9092,208007,352.5435,369.9805,220.4637,273896,157169,134.9531,198.7668,774.6685,114.6005,227.0913,328.0157,279.5232,111.7432
ILMN_1747184,46.04556,46.95962,45.5559,86.43029,60.75016,58.73431,43.91096,85.07738,67.18953,72.32079,69.27354,73.86796,70.54256,90.3504,70.06754,78.47295,78.99143,83.61324,71.98544,68.47134,69.13139,76.77982
ILMN_1653412,47.51137,46.68067,46.53796,69.16589,56.67072,52.8383,46.92881,56.68522,58.98033,55.45532,68.71791,58.99149,55.96632,66.47816,58.73935,74.92802,53.49202,63.4167,56.54226,53.22503,63.36314,63.84589
ILMN_1775856,98.52712,112.7064,175.1164,265.5799,173.3037,151.1695,115.5211,259.8266,146.4493,202.3932,266.5995,106047,184.3693,388.2615,271.1762,345.1036,205.6121,316.1053,226.5505,211123,228.8871,271.1938
ILMN_1782579,1011023,2286704,2346761,2775839,2000292,2284372,1732576,1517279,1433.26,1586151,1797024,220.3341,1216059,1156736,1626662,2859973,1874417,1678721,1506064,1394524,1899888,1124293
ILMN_1709471,42.4463,50.03611,39.59297,52.38,69.86028,191.4788,55.11167,95.31951,74.71458,61.26962,72.49377,460.2892,76.38628,211.2038,199521,90.3941,69.89257,113.4921,104.1785,73.0915,75.44164,258.1415
ILMN_1781680,37.55696,44.08041,36.85207,52.54721,43.68439,40.66977,35.71062,60.41523,77.29539,52.63054,60.95459,50.86974,51.68682,55.27766,49.08841,63.25079,58767,67.36199,54.29072,58634,61.99349,54.13884
ILMN_1765043,91.21509,112.5937,164.8256,236.2066,131.0136,231976,74.49465,213379,131.7871,206.9243,111854,258424,357.1678,550.6084,228.0097,90.93876,349.6285,130.5384,100.8351,201.2765,293.3413,193.7639
ILMN_1744862,45.35839,56.98686,108.6043,370.03,60.40882,52.73603,43.51205,104.2416,91.84019,72.94208,79.32052,62.35722,227.3046,194.0965,89.66966,113.9795,108.5904,261.0861,72.82038,80.75581,915.1046,69.42883
ILMN_1690696,51.27842,62.77866,41.32596,61.36385,59.92619,58.22585,47.42246,59.36511,63.00962,60.23376,67.31721,55.63482,61891,67.27635,65.45063,78.31259,61.07293,76.32555,60.44174,59.75747,61.94326,66.91158
ILMN_1800331,56.95869,60.35695,72.89011,93.18596,69.03113,71.92397,60.78761,101.7208,89.59452,103.4045,109667,80.67226,105.1852,128.9204,98.32736,124.3988,126.1292,110.4284,115.5256,111.7385,117.5137,97.23714
ILMN_1719236,40.88599,40.88672,43.43166,47.05577,52.05913,42.33587,46.57756,67.48965,58.26646,58.03969,59.44849,66.12682,60.01723,75.44627,60.99926,82.49928,61.68874,72.10867,68.83952,64.10798,59.97422,69.45162
ILMN_2054928,61.29897,86.79919,167.2236,189676,159.7338,78.19733,74.80816,92.64228,77.86818,85.41656,106.5832,68.0414,148.1604,112.2733,100.5509,96.17859,149.9461,88.94735,108.3847,115.5536,125.5349,88.25903
ILMN_2082130,45.8402,50.6451,50.70631,57.4468,56.30189,124.0766,48.45235,81.13522,68.50608,74.61016,80.26614,205.1293,57.41878,130.4372,256.5802,77.37533,71.13507,73.42322,73.43794,78.39464,76.6008,205.3609
ILMN_1796088,420.3472,825.7415,724.3245,980.4149,703.7703,790.6133,550.3655,968846,507548,806.3864,599.0111,106.8062,542.6698,544.9255,618.9247,554.9524,772.2922,930.1111,683.8026,603282,824.8363,734333
ILMN_2096604,42.35092,44.20789,38.00814,53.43361,46.89899,42.42795,43.1893,59.7662,65.33759,66.18889,55.65759,74.34187,58.53607,101.4126,61.35618,76.88217,79.50358,76.88791,66.16351,70.15966,86.78126,66.05704
ILMN_1709937,47.1899,49.36817,50.6856,62.92733,50.51546,52.10057,45.29356,68.61159,67.23781,69.07551,71.99421,70.20727,62.33649,77.7284,62.19114,94.28099,62.45663,78.74578,74.57618,67.71502,82.02745,63.21779
ILMN_1658917,497.2748,653.8826,1113574,1842702,1487882,1458685,895.4547,4921359,5069697,3919869,7682652,632.2896,4004606,3641.37,2798538,3902794,5237982,4569327,4924778,4077217,5360305,2421.86
ILMN_1659985,69.58286,121.0323,75.98004,115832,100.3414,71.70636,90.46897,220.4407,243.0721,178.5686,307907,103.9416,148199,166.5417,138.4111,275.6034,206.2833,246.7264,197.0136,169.9546,185.1788,141.9752
ILMN_1694917,52.44897,54.71286,39.78364,76.20194,58.1904,60.05592,43.06225,68.54395,70.40352,85.83337,76.63729,75.12944,68.69457,86.0799,59.59592,101.0546,69.57108,76.95562,80.06242,64.23235,86.54271,71.43253
ILMN_2176467,49.01195,45.72847,47.09536,52.05609,55.69218,70.31893,43.6403,60.90889,53.31213,58.27185,71.60487,67.73888,59.98553,62.77448,55.27161,63.65077,54.77043,67.31722,54.72672,52.25299,74.77379,87.94095
ILMN_2379326,678.8714,1712673,1419622,8477739,1893846,2589.71,1370156,1572844,1284486,1618.56,1749492,532.0626,1712672,1890062,2632715,1674505,1489483,1844466,1485144,1242843,1183544,1922251
ILMN_2275803,50.71903,60.76147,55.8193,117.6287,72.62439,68.80228,64.40663,135032,103.1847,124.1035,168.9325,100.3942,136.6166,177.2585,117202,179.7314,132.2266,141.7512,138.4773,133.6939,145.7146,141.5172
ILMN_1815479,331.8562,507.8082,679.6827,722.7791,840.7042,840.7596,842.9004,1546171,1781523,2294864,2310121,359.0683,1514628,1195771,1085986,3495118,2671581,1983127,2271323,2030623,1922641,1230915
ILMN_1712959,57.8017,49.84466,58.31696,70.0468,66.64214,53.13713,65.0419,130.5886,96.04436,79.81516,109.6236,63.43922,98526,210984,130.3199,236.4138,96.97621,128.1369,107.2088,113.5585,117.3776,146.5913
ILMN_1658675,46.33678,92.40282,53.80867,57.20253,60.21638,86.35516,101.8966,199.6475,97.9484,307571,123.3214,72.63451,86.72491,192.1136,171.9491,116.7704,81.71851,211.2957,195.7683,95.12672,84.48331,195.2329
ILMN_2155322,44.36107,56.89639,54.56573,60.63251,59.55478,100.0359,43.10188,56.5782,54.65927,92.70863,62.82796,46.71309,55.97777,56.35818,51.19128,67.1894,78.11878,72.92577,109.2692,65.55444,60.91442,64.47682
ILMN_1744211,38.73784,39.83533,36.76566,37.65215,46.45181,41.97776,38.06048,53.43507,60.83969,55.22668,54.67886,55.09063,49.16863,62.05703,48.49255,75.53332,56.49972,57.62134,55.05236,52.54593,57.41074,59.18565
ILMN_1796235,62.71086,153.5944,87.6384,160.4813,118.5149,137535,91.93414,128.3736,125.8797,101.7329,105.9128,247.1772,115.7671,291.7247,148.5856,148.6711,121.1215,156.2132,148.2352,108.7876,111.4589,144676
ILMN_1782953,73.7225,75.94292,85.38407,115342,109.4616,118.1198,86.13754,201796,170.2444,308.9219,263.1099,254.1103,180.9002,323.2993,217.7707,244781,346.3327,245.7468,301426,247.5079,222.9312,227.8486
ILMN_2043306,46.19455,40.94555,38.51176,49.65855,50.55166,40.28762,38.80315,68.43143,58.73272,78.02703,63.93463,72.5371,63.4384,83.1196,64.70543,87.32333,61.2527,79.17122,72.19649,68.71877,72.52699,69.74789
ILMN_1694757,67.46645,83.34801,71.65996,280.5155,96.18378,91.82677,64.52595,136.5126,120.9263,99.80398,184.1836,109.1469,127958,273.1629,150.6035,146.1794,106.2389,180.1482,105.8103,111.1178,162.1176,145.4231
ILMN_1729165,45.97186,43.08565,41.00609,48.91013,48.96178,48.33426,43.21486,70.19997,58.90033,63.12732,61.49977,64.01865,58.99367,70.22681,64.94263,78.25072,69.91317,70.11,74.69839,62.14623,63.45941,69.18007
ILMN_1786722,86.39314,145084,135.9034,345.9427,157103,116.2205,114.0553,206.9772,150.1729,207.9783,197959,76.48696,198.1413,176.6278,131983,170.1644,183.5897,212.3152,203.2079,186.2356,229.3309,135.8501
ILMN_1703949,204.2302,420.1384,407.7126,417.4958,397.2971,612.9874,399.8922,1317702,539.4303,759483,466.5979,1873135,767.8498,2069694,1128902,2019208,707.6166,1253389,1552.43,787.0558,1055396,2089753
ILMN_1681116,67.82707,87.44318,74.65746,144242,108.4982,81.51244,87.21111,103.4569,83.89023,105.1916,132.9354,91.88564,113.2396,154.6448,103.5471,152.2859,114.4169,110.5569,111.7932,112.9066,103.7917,124.3085
ILMN_1701581,60.06497,78.75258,78.58914,170.8891,104.1435,90.98534,69.8311,176.4044,149.7251,166.2173,204.4464,127.8385,161.9378,189.1227,146.8386,190.6203,156.8378,209.0309,165.4186,144.8962,186.7233,148.9085
ILMN_1736752,49.18209,49.4111,41.58379,43.59664,54.33087,45.11596,43.8709,77.13836,69.12551,72.77331,76.39717,63.18847,62.83342,63.47811,59.81345,71.47915,64.75055,74.58753,66.41267,60.84662,72.99142,66.76051
ILMN_2304996,46.28089,57.52184,75.63237,82.48711,105.9212,73.30784,63.54554,126.5927,92.42182,163364,137.0392,73.35017,145.8272,156.6138,84.27995,96.41846,234.5965,156.9892,192.3235,160.2035,155.4748,82.56189
ILMN_1793841,641.9723,1767022,1362822,2171649,2056467,1648621,1496749,2425044,3459869,1813111,3419392,3982.28,1978043,2889132,1383622,3172056,2312361,2402226,1662625,2095021,1864226,1423362
ILMN_2298818,46.5037,52.26104,43.77597,87.01385,60.17704,50.39374,51.71206,61.15091,58.60247,55.16259,65.60571,61.25633,74.56235,81.32475,65.41019,87.41623,76.33462,83.22735,75.19786,69.69868,76.30412,79.01145
ILMN_1769201,42.6377,44.93991,39.36677,52.34929,50.46045,46.00128,41.53185,58.00603,58.72835,56.31067,61.72494,59.56855,56.71663,66.26111,57.14642,79.91388,59.39682,65.37909,61.48846,55.94565,64.35316,63.16423
ILMN_1741431,35.91793,44.00049,51.37093,65.30039,64.82601,54.39727,41.3611,60.7439,63.11977,57.42156,53.55785,66.83489,66.32068,87161,68.31185,93.47372,73.04626,86.32883,64.58926,65.25946,70.47115,65.10827
ILMN_2188141,146.8746,244.6098,184651,491.78,280.7437,354.7283,198.8716,459.2757,394.0351,485994,515.0382,236.1595,420.1622,590436,302693,523.5901,501.5915,501471,563.1403,443.9921,403.3658,349127
ILMN_1766425,401.9158,959.0917,1093403,1800739,959653,1258019,792.9887,1162.17,939.5428,906.5869,1208556,643.2666,1001808,1730048,1064757,1742683,1216345,1333721,1172367,1039007,1345879,918.8388
ILMN_1651262,44.92299,46.13454,39.22195,45.05761,49.68364,51.17556,38.06955,56.06461,56.41392,56.36515,60.15165,59.16542,56.08134,71.90427,79.63065,76.49637,59.62951,64.32946,58.65609,55.5593,67.08955,77.97466
ILMN_1764813,47.22747,53.49548,48.51892,66.06514,55.23233,46.64992,45.65024,76.19672,63.82242,76.4447,75.47326,75.17876,72.81862,92.60079,66.23103,84.93185,70.19702,77.71236,73.35083,71.29556,78.52397,86.64089
ILMN_2383097,42.34686,45.68777,35.60401,52.04559,45.39347,44.61247,39.59625,67.09996,70.00199,74.52113,79.48717,62.60915,68.69998,84.50946,76.54406,92.72211,74.18071,78.42245,75.86668,70.85374,86.89227,83.72137
ILMN_2123743,285.3123,666.5767,280.9255,414.9036,518.2546,294.4283,552.3954,841.4703,330.3549,634.2987,460.0279,1356675,519.0448,1899833,616.3558,939.2776,486.6407,1298.92,502.2519,584.4056,647.0001,1014051
ILMN_1658486,43.1818,42.70511,45.37638,50.95582,48.98233,45.18863,42.47483,61.34587,59.9477,56.69439,70.40327,57.40954,53.27598,74.0426,57.82086,85.73574,60.96634,78.55613,66.11317,64.77341,69.48846,58.66177
ILMN_1768732,135.4462,55.54772,172.6552,71.1875,264.3821,4108208,149.1436,112.5223,301.7767,124.0872,740.4741,83.9584,135.2601,520.8672,4310782,63.95675,345.7744,77.87524,53.3894,120.8542,52.63751,1727888
ILMN_2399523,355.9075,408.8299,1363392,1192179,1297391,1344839,868.2099,706.1302,334906,985.2861,785.9532,206.7047,1089239,1179691,376484,352.8923,1585821,823.1786,1349415,1086951,1308222,256.3113
ILMN_1652198,67.58972,56.60604,75.11593,105.5002,82.15414,74.06995,58.99108,114.0523,93.49697,90.54194,94.15486,60.22642,110.4642,254.1443,155.9209,153.3719,122.9802,130.0544,108.9668,107.81,124.1524,154.7458
ILMN_1743226,43.01677,42.43117,38.66348,52.85578,45.63609,41.3742,39.19638,61.4588,51.36249,46.5663,59.64957,56.24292,47.9583,54.24372,49.66205,70.01942,53.11734,62.71474,57.92998,52.75305,61.42984,57.88892
ILMN_1744941,77.21733,97.1312,71.44592,289.7202,115833,68.43334,83.20398,180.5871,131.8926,107.9356,191.9335,82.2584,111802,164439,124.9094,208.56,144.6944,205.8865,127.7216,119.5304,156.7735,108.1717
ILMN_2145153,49.86142,55.97475,54.86378,75.39782,55.49127,57.67771,58.31416,83.11247,63.56944,72.74192,78.22946,94.13708,61.47268,91.22039,72.34808,94.79121,73.21795,86.58073,82.11969,77.02174,78.22925,81.53262
ILMN_2172091,68.53786,96.10914,161.7847,279.4817,173.8697,326.3007,82.22553,234.3169,147.9815,100.0559,191.7356,252.5139,221.03,1027188,741.6583,119.9778,164.5398,227.8798,128.5392,211.9226,341.9903,391.6381
ILMN_2140342,51.00182,64.87953,69.21471,100.2098,74.64112,79913,63.70258,76.44743,73.46262,90.02341,96924,95.48482,66.66247,130.2522,81.72486,92.60724,79.39966,79.62621,83.16798,85.53915,85.76703,93.07288
ILMN_1770020,259.0131,719.9015,658.2484,789.0311,855.5473,564.2134,588.2847,621.0455,419.5882,598907,657.8884,299.8693,435.8709,597.3345,562.5304,1157329,823.1142,757.9681,660.1751,515.9351,575.4901,500863
ILMN_1774584,58.68799,78.05711,95.9791,232.2007,143429,80.91747,85865,95.70408,84.7297,96.7996,113.1215,55.20473,116.9216,83.96164,64.8904,87.38615,79.97102,98.10894,72.90402,80.18516,90.09959,62.9706
ILMN_1686392,245.1334,318.1656,256.8791,625.3799,492.1562,255.9337,268917,337.3886,310.1574,274.4713,663.9541,68.42891,256.6398,174.9209,147.0752,382.3661,410.6109,354.2429,253.9777,273.6409,369.4978,136.7203
ILMN_1719975,86.56263,212.2762,217135,341.3593,269.9282,228.1233,153.4793,143.8188,132.6301,171.0303,191.7131,149.3885,165.5041,238.6928,184.3392,285.9642,141.3186,246.2919,147.5729,126.1698,162.6033,205.4717
ILMN_1756417,42.04669,41.34748,38.6973,48.49833,49.26559,43.43134,40.74134,55.44454,55.51505,52.00195,55.05357,52.54657,52.54134,60.17725,56.71273,71.41682,55.82732,60.55118,57.95811,51.92489,59.34523,55.94651
ILMN_1806963,42.61708,48.70003,39.20871,49.24725,54.56878,44.22749,41.32054,62.12811,60.47132,58.75262,65.19038,58.05683,60.10765,76.88483,58.57978,77.20889,62.10046,74.0768,61.71521,67.09454,64.6254,63.65957
ILMN_1658809,41.89635,42.54679,34.9912,50.37918,44.03956,40.60906,39.5393,54.9445,56.39981,59.52192,63.16055,57.07485,54.89893,68.06982,52.87997,66.10336,62.67947,65.27747,56.73217,57.60043,59.41939,59.05645
ILMN_2124802,247.7101,664.0309,674.1265,1670,860.1116,664.3819,589.7126,695.0073,355.4096,680.1325,780.3115,218.4874,560.3328,785.1566,452.5703,729.1174,664.1617,827.91,555.6288,494.8137,627.4343,398.2647
ILMN_1671809,45.59106,62.14566,47.03485,66.01843,56.11726,54.35387,47.56995,72.61472,74.73402,105281,80.86865,71.29425,79.0794,119.8189,71.45528,95.56771,74.68298,107.9217,80.52799,81.71082,99.56519,78.04242
ILMN_1726410,42.65343,43.60806,39.9373,49.99603,45.44196,43.06253,41.24232,55.54525,59.62062,57.37562,65.16885,55.07195,54.85579,68.60929,56.28778,66.74099,55.53603,64.3341,60.39569,61.46016,59.78069,56.71238
ILMN_1669135,62.87846,94.53597,96.93675,192.3243,111.5901,84.52233,99.20908,187.0937,168.3924,258.0463,247.8345,79.18377,231.9218,178.2728,162.2642,309.6317,275.5955,259.9553,260.9742,188.1031,370.5864,261.9586
ILMN_1715096,71.2094,147.7529,62.37347,108.0425,98.3612,108.6286,127.9977,183.6562,223.0541,138.2592,183.8535,186.1732,139.0016,250.3634,184.3013,429.9868,156.7315,245.5691,174787,150.6598,135.1129,167.4556
ILMN_1741159,56.41577,59.66859,167.3653,71.42088,103.2446,231929,87.09924,92.43455,115237,111.9866,99.08248,289.4371,72.15636,182.1804,256.0882,97.24477,112.6649,102.1082,87.3437,86.11446,104.1026,177.1844
ILMN_1694233,41.36429,43.24598,40.26376,53.25951,55.69638,43.52221,41.36199,84.11164,73.30492,74.8968,72.77833,68.78205,69.59908,85.51533,75.79398,95.08521,79.37539,79.88278,86.6944,75.92877,89.64804,84.75005
ILMN_1746317,56.53984,102.6987,66.08499,107.9737,91.37399,218.4799,69.88054,125.1281,88.28629,94.99981,100.7436,261.0134,118.4827,273.1886,169048,98.6824,88.77328,145374,117447,110.8116,145.3487,144.2602
ILMN_2169089,80877,114.7781,155.7819,379334,120.0801,273.3182,102.7458,153.8348,124.5156,111.2702,166.4012,176.3,126.0017,261.9138,276.2425,140.1491,133.7595,165.8303,142.0573,152.8405,154812,203.6965
ILMN_1699803,74.08085,91.15488,87.80576,242.2295,154.1128,136.3738,125482,1503.73,667.1885,665616,911.15,940.7543,793.2758,1850995,573.5361,3922855,965.3453,1545654,962.7047,1000821,1019111,915.7167
ILMN_2344971,336.1595,602994,992.8264,1232849,1386401,1334008,1600155,1111153,531.6943,1224712,548.9384,1646574,707.5008,1589408,933.8096,5112572,966.8581,1055771,1734486,738.4952,980.1136,1149136
ILMN_2365307,41.5185,45.28737,57.4207,57.97267,55.69826,47.94706,53.39426,77.22402,63.72683,84.82484,67.16613,78.96995,64.1268,89.79729,63.7762,189754,100.0772,69.43367,109725,117.8582,82.76832,64.60472
ILMN_1780368,89.70695,132.7795,156.0931,242.7442,189.7352,189.4132,108.8013,173.3137,146.9453,149.5024,244.2969,106.1736,165.8238,301.5782,212.0532,199.1228,186.8073,249.1537,156.9685,171.8258,156.2448,168.7807
ILMN_2120982,63.29715,75.68877,46.41291,64.97582,63.23313,69.56184,67.75174,144.8549,173.0647,107.6488,320.66,116101,91.47094,176.2934,93.35867,248.5806,137.7254,152.2884,104.9566,91.24117,93.37586,109.9386
ILMN_1676780,48.39549,46.60533,44.87737,59.60572,55.1014,46.49604,47.06694,74.40511,72.80925,70.3013,75.40819,68.92056,65.77556,88.73706,69.34161,101.5471,78.23755,87.73337,84.76971,73.98325,81.40365,75.32569
ILMN_2373666,46.96611,48.98961,51.19694,82.74815,55.61012,76.50764,45.91933,68.04133,69.70544,65.71774,81.73253,79.15949,66.94735,100.8012,74.19979,90.32469,65.08351,86.15305,68.86774,71.84931,90.68975,81.48954
ILMN_1748614,307.2448,908.1156,1016409,1283489,846.1134,795.9995,505.8132,855.6107,794.1226,638.9696,1258148,447.8423,817.1227,930.3876,799.7659,764482,864.3718,1117881,752.5017,611.4079,674.4105,680.2856
ILMN_1763260,73.98581,98.1673,92.34389,301.1271,83.24138,79.88979,79.11546,128.4272,110.6036,83.93361,162.0142,72.78736,137.7177,184.1231,98.45285,223.0787,128.9507,160.4164,136.9311,116.4344,116.5204,107.8014
ILMN_1662865,40.12606,44.50481,47.91028,56.75745,56.43371,46.2625,49.89949,80.52199,61.28546,70.5303,80.26621,67.7024,79.8055,85.38927,68.42168,111.6832,68.17966,86.19417,78.95896,68.67719,86.39134,78.49221
ILMN_1672843,45.87364,39.81824,43.92858,72.18601,57.59449,49.80588,43.19157,70.71427,61.92178,59.00935,69.05967,71.1597,82.14867,75.3184,62.90943,90.09312,63.06197,64.04373,71.58319,79.92849,77.86425,62.22625
ILMN_2354222,52.11028,98.64611,75.5265,147.6487,113.9707,101.0614,89.59362,195.9288,167.2676,165.5728,213.2664,113.2343,155.5205,242.7642,220.4126,315.3348,145.2354,233.7861,182.9032,170.6977,214.5044,182.9636
ILMN_1784799,47.55021,52.19088,47.90385,77.69637,62.97951,55.80233,48.98757,67.22661,60.17356,61.30668,71.64281,63.32217,58.30027,74.04069,62.19559,66.70504,69.56363,68.27385,65.64727,64.50777,67.06156,69.84275
ILMN_1736165,43.34773,45.26514,36.94273,52.8648,51.5178,46.84446,41.74542,59.26237,61.12738,61.72824,59.85803,60.62492,57.73029,68.35419,56.51179,73.83446,59.06641,73.46671,58.18724,58.0327,63.05572,69.19852
ILMN_2250126,178.3317,292.6938,263.4161,289.2593,408.1626,142.6904,341.0209,812.6307,428124,1219264,661.4102,821.5104,713.6417,1239307,539.7892,1556731,1192315,1386413,1563011,1177907,721.5341,891.5518
ILMN_2188264,50.60526,64.36752,65.85594,67.99811,75.13289,59.05343,64.47647,87.05745,71.72935,99.20386,69.16142,109.1536,81.2739,121.8753,76.30992,106.4947,106.1984,97.54334,90.55606,91.66454,88.04234,87.97008
ILMN_1786544,52.25852,58.17457,51.59202,86.60088,55.95888,43.29149,45.30063,57.61283,60.04109,50.17367,67.58901,50749,50.89669,60.38901,48.86734,65.91457,54.23461,70.76073,54.92811,57.22198,53.75326,54.54158
ILMN_1774132,98.27885,285.2676,352.6174,781.6044,493.8594,124.8225,116.2235,529.8032,269537,158.8744,482.9181,124.9088,591.0728,1212521,174.6825,406.2179,490.8696,528.9745,346.3253,669.0442,874.2565,137.2141
ILMN_1737681,168.2747,296.4482,353.2472,636481,334.9746,256.8837,327.8179,448262,257.7025,311.5944,491.6212,527.6093,308.2036,475.0519,243.7339,2157.7,385.6103,369.5216,481.7109,403.7702,418.1008,305.6921
ILMN_2291249,49.27676,62.27549,46.83445,79.89959,75.76354,57.53643,44.73277,97.87804,89.11995,101.3208,124.2903,82.95402,103668,142.8457,114.1398,122.1103,105.0934,161.1293,110.7391,101.4613,113.2503,98.38591
ILMN_2041648,2184931,3038588,2832.09,11809.89,2856997,1525048,1628674,4071052,2980389,1458146,5003301,896.6921,4134402,3930642,1839972,2199.9,2517.21,2829463,1747591,2831.96,2875082,1962044
ILMN_1799604,50.78077,50.46591,65.86651,63.70525,64.6181,51.87349,53.50536,86.66034,80.73612,91.67414,80.46652,186.9767,80.61337,147.9263,109.3202,152.1124,97.42867,102.6823,114.0065,92.62365,98.94044,94.98903
ILMN_1776334,47.99061,54971,53.57385,81.83398,71.23262,53.46896,52.06325,84.0347,72.66308,75.51789,87.07587,70.32851,91.48628,95.83187,76999,107.7003,74.50548,86.83176,82.87799,76.55123,91.42299,74.90002
ILMN_1675794,1534895,2784635,3408569,4499158,3911822,2014005,2585665,4089.24,2942052,3176494,4005319,599.7947,3706192,3461027,3246981,3936905,4005362,4462934,3418557,3554073,3700674,2700599
ILMN_1746516,43.49292,42.67468,47.30445,51.58209,49.88947,46.59811,41.65162,59.02457,59.61863,52.9896,56.52349,62.2123,58.7632,69.73122,56.08604,78.72527,63.76016,61.02647,61.81477,57.0143,67.04108,61.37841
ILMN_1771600,75.48012,102.9312,123.9059,147.7175,128.7988,101.0628,126.9085,121.2608,114.1389,115.7104,230.0025,74.57749,158.4963,144.2011,131.7721,132.5242,117.0785,178.5587,128.3833,125.1374,479.3527,152.1864
ILMN_1711408,40.68452,57.0592,42.75758,71.90776,58.06966,52.56863,51.19886,79.51463,64.19258,75.49398,67.57229,65.71872,67.60957,90.43825,66.0926,87.72587,68.89313,77.23589,67.23648,79.52612,78.22727,79.7784
ILMN_1660793,44.06503,43.65259,46.61256,54.65047,57.72021,42.18989,43.5793,61.74364,56.11941,52.67837,62.62437,62.13993,58.19798,75.75752,65.29223,75.22027,65.13911,65.96502,69.3782,70.16186,65.15108,72.06726
ILMN_1720205,61.16325,56.39946,67.68203,84.18134,74.61612,55.87522,64.38003,100.0024,99.0001,99.3827,115945,92.02517,99.36729,120.3081,100.9025,126.3928,112.4068,153.13,114.2594,103759,119.1382,108885
ILMN_1661002,219.8837,394.6113,789.4479,720.7146,862.7421,689.5325,428994,737.4799,547.2202,571.5674,943.1123,1537374,766.3657,1516334,1015276,1544056,813.3806,833.2481,745.3615,660.5706,742.9727,892.5206
